,loss,min_data_in_leaf,num_leaves,feature_fraction,bagging_fraction,lambda_l1,lambda_l2,train_time
171,3.2338920134292715,12,61,0.731,0.54,2.697514129443153,0.10847480456797376,1.0735786890145391
179,3.233925308149796,14,42,0.779,0.409,0.3229569607695815,1.9268409781668605,0.7882448700256646
494,3.2340371320647137,1,52,0.8690000000000001,0.7609999999999999,2.7086295132997744,2.7846952533163165,1.099791337037459
66,3.2340945495474447,9,51,0.787,0.13699999999999998,0.6681538281545135,2.4428213781381802,0.9591324720531702
131,3.234113952145844,1,54,0.727,0.78,1.0911211290493046,6.986582836589947,1.0928045099135488
386,3.234863606754488,10,48,0.722,0.953,1.2167311606593287,3.9835059481321,1.5741193629801271
123,3.2349898330178206,8,33,0.772,0.87,0.5630743393390112,5.114533265291797,0.6691060189623386
266,3.2349984259753737,17,48,0.851,0.609,2.4513930409734517,0.7724150090016115,0.958609852939844
475,3.2352851684334496,11,60,0.7809999999999999,0.8590000000000001,2.4285993319191066,3.851690865537142,1.152232919819653
487,3.2361264017688645,4,44,0.799,0.875,1.4485798533070005,0.8561664242520857,0.912621283205226
481,3.2362656981717217,3,44,0.863,0.833,2.188883430375628,1.997344403937125,1.2163429451175034
209,3.2365383648603214,15,58,0.82,0.807,2.3997218471551878,3.572792764228515,1.0838536270894108
323,3.236544800918609,2,53,0.625,0.904,0.2854029508510526,6.244013870085974,1.0224911361001432
185,3.236580317331525,8,62,0.899,0.589,2.847719847593174,2.9700702644144874,1.1839470530394465
134,3.2378242311199847,14,46,0.792,0.9109999999999999,1.9665708883991213,4.856379509381688,1.0654699981678275
80,3.2379573029410564,21,48,0.899,0.42200000000000004,2.20450734634302,0.454646741204547,0.9250475910957904
287,3.23803709438575,8,57,0.67,0.987,0.34011869608374296,4.603138188738441,0.9990628098603338
258,3.2383882982787737,19,47,0.8440000000000001,0.389,0.8420349100577036,0.9444429590722028,0.8337747368495911
251,3.2390602896243617,14,42,0.754,0.517,1.1881459876997285,3.310427878302608,0.7664193511009216
261,3.239379874623971,15,57,0.8170000000000001,0.657,1.9843027382849092,1.6077997015814405,0.9945191771257668
316,3.2393956414254603,12,52,0.643,0.8340000000000001,0.7330306544328442,3.2989661657489133,0.9188713850453496
267,3.23940890188503,18,64,0.804,0.555,0.3468812454788396,1.6665345414137904,1.0821983341593295
480,3.2394874127269304,2,41,0.812,0.8220000000000001,1.6193223138353607,1.092675643191371,0.968921319115907
192,3.2399160401952054,3,58,0.8809999999999999,0.721,2.5487881350637402,2.6851158387287906,1.1553767200093716
151,3.2399601225861696,13,63,0.899,0.706,2.5355224508808525,2.0993736104401526,1.1219201548956337
329,3.2399934614188743,3,45,0.6579999999999999,0.9259999999999999,0.6926347832129652,4.148887646593424,0.8871156151872128
259,3.2399967208640765,22,50,0.887,0.539,0.5096563439950582,0.5580210692573562,0.8847733680158854
65,3.2401901582180446,8,43,0.8740000000000001,0.221,1.0021662377142244,3.285286951682448,0.9588671890087426
79,3.2402956479212395,17,55,0.8740000000000001,0.349,2.561625963240503,0.14219674747575886,1.0973717540036887
34,3.2406650975007785,9,41,0.873,0.27899999999999997,2.08714040401591,3.164230738557172,0.8310089840088041
288,3.2419336330723905,5,61,0.617,0.813,0.4843088997969936,4.471348710471678,1.0967368599958718
135,3.2422660456896493,5,52,0.893,0.9570000000000001,2.989696115900797,5.415444547673743,1.0441254219040277
416,3.2426547584526886,1,55,0.767,0.9079999999999999,2.1359725283610045,2.133138900214927,1.1547906389459968
387,3.243418930748852,9,42,0.7959999999999999,0.975,0.29176545516950697,5.2614625637997845,0.8209767008665949
456,3.2436360014207404,11,64,0.632,0.875,0.4850379730673973,4.439936912265049,1.0739506441168487
418,3.2438504601398637,8,57,0.7,0.9359999999999999,1.391033280398689,1.637150559256737,1.0517460980918258
22,3.24403892359666,23,56,0.899,0.419,2.7322135861919845,0.32033411861936845,1.021207403857261
497,3.244088910641005,9,41,0.754,0.7040000000000001,0.6769048219862207,2.28692218858625,0.8153117410838604
231,3.2442276699383217,21,50,0.8140000000000001,0.789,0.5984293572741594,0.6238046676769113,0.8739363991189748
38,3.245070542936692,15,52,0.7609999999999999,0.315,0.11101211999809413,2.8476328219633285,0.9329573649447412
183,3.2452533708296127,23,49,0.75,0.385,0.10276334119336576,1.3572383474759608,0.8807713200803846
314,3.245440682068641,8,58,0.8029999999999999,0.759,1.8038918904695465,3.600939006893958,1.1198555699083954
364,3.2457221259324105,9,52,0.7659999999999999,0.88,1.1314067421639398,4.7503897207296575,0.9436259800568224
263,3.2457965765885652,18,59,0.831,0.43799999999999994,0.9924808503670212,0.16598208473170395,1.0039413599297404
69,3.2460206135403906,2,44,0.6859999999999999,0.183,1.4995881954965888,3.4113324483792518,0.8872751460876316
92,3.2469079043140163,13,63,0.797,0.311,1.686707589399575,0.7890077416877039,1.1739072871860117
241,3.247387469068948,6,40,0.8759999999999999,0.603,1.083601972797352,5.9260386368754885,0.8987826290540397
377,3.247906356832692,8,53,0.525,0.9670000000000001,0.525762079313012,4.073919449870224,1.27511718403548
254,3.248004978025331,12,63,0.857,0.495,2.9330236862056727,2.867669356002661,1.1130964409094304
367,3.2484545753665315,1,42,0.743,0.847,0.6968505629075927,4.201770535981736,0.8726797238923609
217,3.248734661139536,9,41,0.779,0.536,1.3013569739528892,7.442033938447268,0.7872533870395273
108,3.2489059882273232,27,51,0.7440000000000001,0.32799999999999996,1.4058245265838047,3.3100821206324382,0.8717070149723442
293,3.2489275859451694,3,62,0.605,0.951,1.2188470510788805,3.523801929620992,1.1521118038799614
390,3.24952479071845,4,44,0.809,0.7609999999999999,0.8153012740014993,3.015963527020478,1.41614978807047
